,arrest_key,arrest_date,pd_desc,ofns_desc,law_code,law_cat_cd,age_group,perp_sex,perp_race,latitude,longitude,arrest_boro,arrest_precinct,jurisdiction_code
38287,192541291,2019-01-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.68964821100008,-73.92405412199997,K,81,0.0
38335,195058603,2019-03-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,45-64,M,BLACK,40.82015718300005,-73.95311600999997,M,30,0.0
38396,195846995,2019-04-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.78720134600008,-73.96980479499996,M,24,0.0
38402,193086967,2019-02-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK HISPANIC,40.84413994500005,-73.90038861799997,B,48,0.0
38405,194264209,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,F,BLACK,40.68964821100008,-73.92405412199997,K,81,0.0
38413,193287966,2019-02-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,WHITE HISPANIC,40.74500029700005,-73.87012832399995,Q,110,0.0
38444,194640979,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.70451983100003,-73.89347040299998,Q,104,0.0
38517,194073519,2019-02-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK,40.81712482300003,-73.94800964599995,M,32,0.0
38531,195922239,2019-04-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,BLACK,40.72906475000008,-73.81102013199995,Q,107,1.0
38624,195420221,2019-04-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,WHITE HISPANIC,40.79648422100007,-73.94741177999998,M,23,0.0
38696,196566842,2019-04-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.64870676900006,-73.90513094099998,K,69,0.0
38765,192758265,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.82867545800008,-73.94398971599998,M,30,0.0
38779,193497941,2019-02-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK HISPANIC,40.758342897000034,-73.98157077299999,M,18,0.0
38819,193150464,2019-02-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
38918,196209848,2019-04-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,BLACK,40.79605784000006,-73.96705230699996,M,24,0.0
38980,193755760,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.70451983100003,-73.89347040299998,Q,104,0.0
39061,192863789,2019-01-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,25-44,M,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
39064,193201504,2019-02-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,ASIAN / PACIFIC ISLANDER,40.75215281700008,-73.97773582299999,M,14,15.0
39065,193610528,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.81485289400007,-73.95631335299998,M,26,0.0
39118,193033589,2019-02-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.88733281800006,-73.84725001299995,B,47,0.0
39139,194588035,2019-03-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,25-44,M,BLACK,40.82229848500003,-73.91169413099993,B,42,0.0
39274,193137244,2019-02-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.68964821100008,-73.92405412199997,K,81,0.0
39317,193285116,2019-02-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.75664083800007,-73.87514091299994,Q,115,0.0
39345,193909256,2019-02-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.69953927100005,-73.91103806999996,K,83,0.0
39370,192684165,2019-01-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.595817184000055,-73.94203174299997,K,61,0.0
39397,195078402,2019-03-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,WHITE HISPANIC,40.66503766000005,-73.83819254499997,Q,106,0.0
39420,194580055,2019-03-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.67009720800007,-73.87403762199995,K,75,0.0
39462,193884679,2019-02-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.80550434700007,-73.91647725199994,B,40,2.0
39472,196755439,2019-05-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.80855767700007,-73.95235475399994,M,28,0.0
39525,193709438,2019-02-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.59406298000005,-73.96086869299995,K,61,0.0
39527,193214807,2019-02-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.75010533300008,-73.87490412999995,Q,115,0.0
39552,193140213,2019-02-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,WHITE,40.63033170500006,-74.02229847799998,K,68,0.0
39564,193550330,2019-02-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,ASIAN / PACIFIC ISLANDER,40.64479800400005,-74.01432523199998,K,72,0.0
39568,196291061,2019-04-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.60274595100003,-73.75007786499998,Q,101,0.0
39598,194014498,2019-02-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.76956124200007,-73.91536344699995,Q,114,0.0
39622,193304717,2019-02-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,F,BLACK,40.63068215900006,-73.97355396999995,K,70,0.0
39702,195156462,2019-03-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.66323721100008,-73.93158147999998,K,71,0.0
39704,192720449,2019-01-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK HISPANIC,40.810398494000026,-73.92489531099994,B,40,0.0
39814,194278003,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.68004872600005,-73.77590919399995,Q,113,0.0
39833,193535614,2019-02-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.83778161800007,-73.91945797099999,B,44,0.0
39859,193908986,2019-02-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.64479800400005,-74.01432523199998,K,72,0.0
39860,193618000,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.82547196300004,-73.89294073699995,B,41,0.0
39872,194282706,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.66416202000005,-73.94681681999998,K,71,0.0
39892,197180848,2019-05-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,<18,M,BLACK,40.815929553000046,-73.94516735699995,M,32,0.0
39895,194297913,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,25-44,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
39917,195080608,2019-03-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,WHITE HISPANIC,40.65106470100005,-74.01111558499997,K,72,0.0
39940,192739301,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.88733281800006,-73.84725001299995,B,47,0.0
39978,195156440,2019-03-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.872616710000045,-73.86565941499998,B,47,0.0
39992,194475591,2019-03-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.81215333700004,-73.92639253199997,B,40,0.0
40003,195884200,2019-04-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE HISPANIC,40.74283378800004,-73.99842802399996,M,10,0.0
40015,193717797,2019-02-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.73708228400005,-73.98296229999994,M,13,0.0
40103,193033587,2019-02-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,BLACK,40.82229848500003,-73.91169413099993,B,42,0.0
40141,196355323,2019-04-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK HISPANIC,40.76539747500004,-73.98570226399994,M,18,0.0
40145,194891138,2019-03-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,25-44,M,BLACK,40.84304926000004,-73.83878239499995,B,49,0.0
40155,193547270,2019-02-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,45-64,M,WHITE,40.73388303300004,-74.00542831099995,M,6,0.0
40157,194924500,2019-03-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.80855767700007,-73.95235475399994,M,28,0.0
40209,194694292,2019-03-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE,40.71567057300007,-73.98394174399994,M,7,0.0
40232,193497933,2019-02-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.73388303300004,-74.00542831099995,M,6,0.0
40246,193773637,2019-02-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,<18,M,WHITE HISPANIC,40.59406298000005,-73.96086869299995,K,61,0.0
40262,198425829,2019-06-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,F,BLACK,40.81485289400007,-73.95631335299998,M,26,0.0
40271,194036451,2019-02-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.64479800400005,-74.01432523199998,K,72,1.0
40302,194866867,2019-03-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,ASIAN / PACIFIC ISLANDER,40.68004872600005,-73.77590919399995,Q,113,0.0
40323,193532395,2019-02-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,WHITE HISPANIC,40.74500029700005,-73.87012832399995,Q,110,0.0
40340,194155972,2019-03-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK,40.67919860500007,-73.79241008099996,Q,113,0.0
40351,195523598,2019-04-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,F,WHITE HISPANIC,40.67141166300007,-73.88151172399995,K,75,0.0
40352,193758765,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,18-24,F,BLACK,40.67597640200006,-73.96302338199996,K,77,0.0
40485,194548583,2019-03-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK HISPANIC,40.82229848500003,-73.91169413099993,B,42,0.0
40536,196452034,2019-04-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.59646293100008,-73.77246640899995,Q,101,0.0
40598,192641823,2019-01-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,<18,F,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
40657,197716751,2019-05-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,BLACK,40.73201947000007,-74.00073390899996,M,6,0.0
40717,195196185,2019-03-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.70628422500005,-73.75610259499996,Q,113,0.0
40737,193224181,2019-02-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
40749,193670097,2019-02-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.70204686900007,-73.87962153299998,Q,104,0.0
40769,197890788,2019-06-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,18-24,M,WHITE HISPANIC,40.85837313300004,-73.89940208399997,B,46,0.0
40792,195757733,2019-04-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.73708228400005,-73.98296229999994,M,13,0.0
40809,196908140,2019-05-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,F,ASIAN / PACIFIC ISLANDER,40.69843969400006,-73.83112953899996,Q,102,0.0
40815,198045810,2019-06-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,25-44,M,BLACK HISPANIC,40.73708228400005,-73.98296229999994,M,13,0.0
40839,198793811,2019-06-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,45-64,M,BLACK HISPANIC,40.69382486400008,-73.80295934699996,Q,103,0.0
40851,195430286,2019-04-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.67557588700004,-74.00726217999994,K,76,0.0
40853,194738023,2019-03-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE HISPANIC,40.82628213200008,-73.92070763799995,B,44,0.0
40913,198169980,2019-06-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,F,BLACK,40.86940749200005,-73.87999831299999,B,52,0.0
40944,193354951,2019-02-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE HISPANIC,40.79863330000006,-73.94162037099994,M,25,0.0
40956,193862062,2019-02-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK HISPANIC,40.80898574900005,-73.89438330099995,B,41,0.0
40959,192179125,2019-01-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,WHITE HISPANIC,40.70451983100003,-73.89347040299998,Q,104,0.0
40997,197727727,2019-05-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,BLACK,40.705312090000064,-73.79529351199994,Q,103,0.0
40999,194337008,2019-03-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.75215281700008,-73.97773582299999,M,14,15.0
41033,193995845,2019-02-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.68004872600005,-73.77590919399995,Q,113,0.0
41075,194041395,2019-02-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,M,BLACK,40.76690500600006,-73.96373101899997,M,19,0.0
41083,193397725,2019-02-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK HISPANIC,40.64502274600005,-74.07721684699999,S,120,0.0
41135,193709380,2019-02-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK HISPANIC,40.86940749200005,-73.87999831299999,B,52,0.0
41213,197792474,2019-05-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.68874336800008,-73.94498708099997,K,79,0.0
41215,192707759,2019-01-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.73708228400005,-73.98296229999994,M,13,0.0
41242,192449237,2019-01-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,ASIAN / PACIFIC ISLANDER,40.76270675300003,-73.82641817999996,Q,109,0.0
41269,195996424,2019-04-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,BLACK,40.80191116900005,-73.95539356899997,M,28,0.0
41289,198377276,2019-06-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,18-24,M,BLACK,40.76956124200007,-73.91536344699995,Q,114,0.0
41305,193267834,2019-02-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,25-44,M,BLACK HISPANIC,40.86276336100008,-73.90108016499994,B,52,0.0
41312,193691461,2019-02-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.70451983100003,-73.89347040299998,Q,104,0.0
41329,194295130,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE HISPANIC,40.70744736400008,-73.79214176799996,Q,103,0.0
41377,192890918,2019-01-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,<18,M,WHITE,40.762043893000055,-73.82732958099996,Q,109,0.0
41383,193504836,2019-02-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,BLACK,40.66479619800003,-73.93150058099997,K,71,0.0
41503,194665196,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.80025033000004,-73.94238467399998,M,25,0.0
41520,196661333,2019-05-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.67597640200006,-73.96302338199996,K,77,0.0
41521,192769080,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,18-24,M,WHITE,40.762043893000055,-73.82732958099996,Q,109,0.0
41526,193688929,2019-02-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,18-24,F,BLACK,40.64502274600005,-74.07721684699999,S,120,0.0
41543,192856143,2019-01-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.68964821100008,-73.92405412199997,K,81,0.0
41561,193203725,2019-02-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,<18,M,BLACK,40.59406298000005,-73.96086869299995,K,61,0.0
41608,194786910,2019-03-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,25-44,M,BLACK,40.65843374200006,-73.90447555999998,K,73,0.0
41617,193044500,2019-02-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
41649,194908390,2019-03-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.62572501600005,-73.99104937999994,K,66,0.0
41651,193598630,2019-02-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.82872386500003,-73.92319076799998,B,44,0.0
41686,198499868,2019-06-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,18-24,F,WHITE,40.63228036900006,-74.02298726199996,K,68,0.0
41693,195770411,2019-04-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,18-24,M,WHITE HISPANIC,40.69831250200008,-73.95314759599995,K,79,0.0
41700,193734962,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,BLACK HISPANIC,40.582301992000055,-74.16893609499994,S,121,0.0
41728,198150890,2019-06-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,BLACK,40.733575468000026,-73.99195500499997,M,6,0.0
41730,196075561,2019-04-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.61476369900004,-74.10840267599997,S,120,0.0
41778,198809129,2019-06-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,BLACK,40.68874336800008,-73.94498708099997,K,79,0.0
41786,193387704,2019-02-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE,40.76568586500008,-73.98735197699995,M,18,0.0
41821,193765473,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK,40.64886713300007,-73.95082189999994,K,67,0.0
41859,193627644,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.680890516000034,-73.94486736999994,K,79,0.0
41861,194073505,2019-02-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,18-24,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
41979,195941970,2019-04-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,F,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
41989,194288558,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK HISPANIC,40.71567057300007,-73.98394174399994,M,7,1.0
42037,199148485,2019-07-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,F,BLACK,40.77388098200004,-73.98222357599997,M,20,1.0
42048,193185177,2019-02-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK HISPANIC,40.83026481100006,-73.90620546899999,B,42,0.0
42050,194874597,2019-03-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.70744736400008,-73.79214176799996,Q,103,0.0
42060,193612420,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.82628213200008,-73.92070763799995,B,44,0.0
42071,193232510,2019-02-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.68874336800008,-73.94498708099997,K,79,0.0
42118,193683710,2019-02-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK HISPANIC,40.84296501700004,-73.93467111099994,M,33,0.0
42146,194438974,2019-03-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.79605784000006,-73.96705230699996,M,24,0.0
42202,193616077,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.82547196300004,-73.89294073699995,B,41,0.0
42239,192472009,2019-01-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.68874336800008,-73.94498708099997,K,79,0.0
42246,194891128,2019-03-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,25-44,M,BLACK,40.84304926000004,-73.83878239499995,B,49,0.0
42289,192150958,2019-01-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK HISPANIC,40.60815312500006,-74.00411434299997,K,62,0.0
42321,194389916,2019-03-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,BLACK,40.66416202000005,-73.94681681999998,K,71,0.0
42361,194201840,2019-03-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,ASIAN / PACIFIC ISLANDER,40.70811774800006,-73.78798813299994,Q,103,0.0
42471,194992960,2019-03-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.68962245400007,-73.96014913199997,K,88,0.0
42473,195565331,2019-04-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,F,WHITE HISPANIC,40.70451983100003,-73.89347040299998,Q,104,0.0
42511,193881380,2019-02-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.799665264000055,-73.94719977999995,M,23,2.0
42557,193188815,2019-02-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE,40.762043893000055,-73.82732958099996,Q,109,0.0
42560,194198264,2019-03-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.698319928000046,-73.92556612799996,K,83,0.0
42577,194181917,2019-03-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.85192427200008,-73.90402418499997,B,46,0.0
42606,192905590,2019-01-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.762043893000055,-73.82732958099996,Q,109,0.0
42632,193682120,2019-02-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE,40.67416802600008,-74.00219692399997,K,76,0.0
42685,192785507,2019-01-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.67597640200006,-73.96302338199996,K,77,0.0
42686,172377972,2017-12-06,"ROBBERY,UNCLASSIFIED,OPEN AREAS",ROBBERY,PL 160102A,F,<18,M,BLACK HISPANIC,40.82338729100008,-73.87017045,B,43,0.0
42769,192179029,2019-01-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.66207939600002,-73.91959802499997,K,73,0.0
42790,193602105,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.83380950700007,-73.94135100299997,M,33,0.0
